request_id,task_type,category,query_text,base_query_id,repetition_type,prompt_tokens,output_tokens,business_importance,security_sensitivity
6053,question_answering,project_knowledge,Summarize sprint deliverables for MobileApp Q3 roadmap [ref:6053-418310],-1,new,6591,1011,0.3121353905560693,0.1285822714479812
6054,extraction,architecture_standards,I need to validate service mesh implementation for ContentCMS inter-service communication within the enterprise framework.,669,semantic,1766,276,0.8459804899700702,0.19273069821766092
6055,classification,architecture_standards,Examine API gateway design patterns for DataLake integration layer for our team?,375,semantic,516,151,0.3789931078755347,0.4106138688776242
6056,retrieval,architecture_standards,Validate service mesh implementation for IdentityService inter-service communication [ref:6056-727419],-1,new,2969,771,0.6177679556635277,0.09074038087436258
6057,retrieval,security_policy,Assess MFA enregardingcement for CustomerPortal privileged accounts based on current guidelines.,578,semantic,1465,526,0.8779077733223264,0.05932519410511082
6058,retrieval,security_policy,Evaluate MFA enforcement for DataLake privileged accounts [ref:6058-601295],-1,new,220,77,0.7546314794922415,0.17515650012520678
6059,extraction,compliance,Review SOX controls for MobileApp financial reporting systems [ref:6059-709943],-1,new,5637,1393,0.349118580618744,0.32308104900195883
6060,summarization,financial_procedures,Validate financial close procedures for AnalyticsEngine quarterly reporting [ref:6060-370636],-1,new,233,47,0.5720107248155598,0.15971573848099122
6061,classification,security_policy,Assess data encryption standards for DataLake at rest and in transit [ref:6061-681888],-1,new,3468,1177,0.7961497283053999,0.26591059206271556
6062,retrieval,hr_policies,Can you help me assess onboarding procedures for LegacyERP new team members for our team?,523,semantic,2238,278,0.3832114511539995,0.26327167742030716
6063,classification,compliance,Verify GDPR data retention compliance for LegacyERP customer records,633,exact,5736,2000,0.9332805443395314,0.3326274669412507
6064,reasoning,project_knowledge,Reason through trade-offs for ContentCMS technology migration path,194,exact,2859,615,0.637021947667688,0.028523969020967873
6065,question_answering,it_operations,Assess disaster recovery plan regarding MLPipeline critical services based on current guidelines.,520,semantic,796,124,0.7548492953905154,0.32626905182667476
6066,summarization,compliance,Audit HIPAA safeguards for ContentCMS healthcare data processing [ref:6066-81668],-1,new,2222,843,0.6368041890513437,0.08433169475918113
6067,classification,compliance,Verify PCI-DSS specifications regarding CloudPlatform payment processing as soon as possible.,735,semantic,245,35,0.6519058915685249,0.07763993134792167
6068,retrieval,architecture_standards,Analyze container orchestration approach for MLPipeline workloads,142,exact,247,89,0.8202694422391087,0.34660094900369964
6069,classification,project_knowledge,Reason through trade-offs for DataLake technology migration path,77,exact,1207,283,0.4690374087584498,0.18838674282215578
6070,question_answering,architecture_standards,Evaluate microservices decomposition strategy for DataLake [ref:6070-730220],-1,new,752,140,0.6083805007609503,0.17562110479296866
6071,retrieval,architecture_standards,Evaluate microservices decomposition strategy for DataLake [ref:6071-839541],-1,new,6275,741,0.7658071706551937,0.06149114928596057
6072,classification,hr_policies,Confirm diversity and inclusion initiatives regarding SecurityOps hiring pipeline for our team?,745,semantic,1354,267,0.7317948549649558,0.08589676525875879
6073,question_answering,it_operations,Review SLA targets for CustomerPortal production availability [ref:6073-947135],-1,new,329,125,0.6899942717284114,0.1695412547114789
6074,question_answering,compliance,Review SOX controls for SecurityOps financial reporting systems [ref:6074-282444],-1,new,1231,220,0.8353247137031236,0.2745440146937462
6075,reasoning,architecture_standards,Review API gateway design patterns for DataLake integration layer [ref:6075-94608],-1,new,1655,570,0.5259937414028194,0.13760982466933097
6076,extraction,it_operations,Examine SLA targets for AnalyticsEngine production availability based on current guidelines.,185,semantic,296,52,0.5553010024708057,0.3206097453631607
6077,question_answering,hr_policies,Can you help me assess onboarding procedures for CloudPlatform new team members based on current guidelines.,646,semantic,1595,477,0.607028615425731,0.22776907978392583
6078,classification,hr_policies,Review remote work policy applicability to IdentityService engineering teams [ref:6078-691530],-1,new,1280,189,0.8581530740806484,0.38442982040712365
6079,classification,security_policy,Review access control guideline regarding IdentityService in accordance with SOC2 requirements as soon as possible.,101,semantic,201,70,0.8088113436395006,0.21360621198990148
6080,classification,hr_policies,Evaluate performance review criteria for PaymentGateway project contributors [ref:6080-551121],-1,new,770,91,0.6691922118880924,0.09696731696727307
6081,retrieval,security_policy,Analyze incident response procedures for AnalyticsEngine security breaches,559,exact,1604,302,0.8887825231848574,0.7396919768774136
6082,classification,compliance,Verify GDPR data retention compliance for DataLake customer records,387,exact,495,118,0.6093065226701221,0.30685035560753043
6083,retrieval,hr_policies,Confirm diversity and inclusion initiatives regarding CloudPlatform hiring pipeline based on current guidelines.,214,semantic,681,173,0.8365845818106009,0.07776936805126683
6084,summarization,security_policy,Analyze incident response procedures for DataLake security breaches,395,exact,1745,614,0.9186005338222032,0.08838100750061433
6085,reasoning,security_policy,Assess data encryption standards for DataLake at rest and in transit,402,exact,2006,491,0.45026077003500914,0.35170957499127864
6086,retrieval,architecture_standards,Assess event-driven architecture suitability for ContentCMS [ref:6086-416204],-1,new,1933,714,0.939620057919257,0.06946541177395357
6087,summarization,compliance,Verify GDPR data retention compliance for MobileApp customer records [ref:6087-665388],-1,new,142,54,0.8911229099162813,0.1145289854825244
6088,extraction,financial_procedures,Review budget allocation process regarding SecurityOps capital expenditure for our team?,704,semantic,278,85,0.6688974225633879,0.056358968173751536
6089,classification,security_policy,Validate network segmentation rules regarding MLPipeline production environment based on current guidelines.,173,semantic,1498,388,0.8430261032259838,0.3475574618940034
6090,extraction,financial_procedures,Analyze expense approval workflow for IdentityService operational costs [ref:6090-675582],-1,new,359,110,0.7477958985190135,0.16485019118684602
6091,extraction,it_operations,Assess monitoring and alerting configuration for LegacyERP as soon as possible.,330,semantic,1723,378,0.7923025365490634,0.11732972887394241
6092,summarization,hr_policies,Validate diversity and inclusion initiatives for MLPipeline hiring pipeline [ref:6092-895194],-1,new,1014,390,0.7780131765438162,0.1654300432004149
6093,summarization,hr_policies,Assess onboarding procedures for DevOpsToolchain new team members,732,exact,7153,727,0.7185335469973241,0.06488628585788181
6094,retrieval,financial_procedures,Assess procurement compliance for SecurityOps vendor contracts [ref:6094-346787],-1,new,1361,432,0.6786142843283719,0.1740437481272791
6095,question_answering,hr_policies,Evaluate performance review criteria for ContentCMS project contributors [ref:6095-367455],-1,new,156,26,0.8256238788222053,0.14398545477368288
6096,retrieval,architecture_standards,Could you evaluate microservices decomposition strategy for SecurityOps based on current guidelines.,780,semantic,1460,157,0.764032882197291,0.14659670473984698
6097,question_answering,architecture_standards,Validate service mesh implementation for ContentCMS inter-service communication,102,exact,4768,1391,0.5965193151314874,0.2759929998271709
6098,summarization,it_operations,Validate change management process for SecurityOps deployments,61,exact,482,106,0.5349607384146783,0.15938212983566807
6099,classification,architecture_standards,Analyze container orchestration approach for AnalyticsEngine workloads [ref:6099-777148],-1,new,1089,217,0.6668219808396664,0.14175239869608303
6100,extraction,security_policy,Review access control policy for AnalyticsEngine under SOC2 requirements [ref:6100-524947],-1,new,457,82,0.7302396911733875,0.4909509327618872
6101,retrieval,it_operations,Review SLA targets for DevOpsToolchain production availability,650,exact,264,47,0.4190852132438076,0.05239661660480152
6102,reasoning,security_policy,Review access control policy for CloudPlatform under SOC2 requirements,693,exact,228,26,0.8258063312199436,0.13195057893929588
6103,summarization,it_operations,Assess monitoring and alerting configuration for IdentityService within the enterprise framework.,236,semantic,149,20,0.7237609871748132,0.05254402250919414
6104,reasoning,compliance,Check PCI-DSS specifications regarding CustomerPortal payment processing within the enterprise framework.,453,semantic,1992,718,0.6661283825713827,0.31497337950985127
6105,question_answering,architecture_standards,Analyze container orchestration approach for CustomerPortal workloads,694,exact,1695,635,0.7386892989584024,0.3430970721696584
6106,classification,compliance,Assess ISO 27001 alignment for DevOpsToolchain information security program [ref:6106-100858],-1,new,157,42,0.9117173523884592,0.1428930737018078
6107,classification,architecture_standards,Analyze container orchestration approach for CustomerPortal workloads [ref:6107-506053],-1,new,1850,468,0.7051253571828856,0.21456290290642777
6108,question_answering,project_knowledge,Answer questions about IdentityService technical debt backlog [ref:6108-901652],-1,new,221,65,0.9213676247419887,0.09238205586536988
6109,classification,it_operations,Analyze capacity planning projections for ContentCMS infrastructure [ref:6109-510002],-1,new,219,69,0.6190682254007629,0.18651550921154447
6110,reasoning,financial_procedures,Validate financial close protocols regarding MobileApp quarterly reporting for our team?,485,semantic,5970,941,0.6294359294935895,0.04755303287308064
6111,question_answering,hr_policies,Validate diversity and inclusion initiatives for MLPipeline hiring pipeline [ref:6111-521290],-1,new,1160,345,0.7395164777224115,0.21926799409770426
6112,extraction,it_operations,Validate change management process for DataLake deployments,592,exact,6104,2000,0.955214171894769,0.09624640471517891
6113,summarization,it_operations,Confirm change management process regarding SecurityOps deployments for our team?,61,semantic,477,159,0.5349607384146783,0.15938212983566807
6114,extraction,financial_procedures,Analyze expense approval workflow for SecurityOps operational costs,406,exact,387,78,0.8388433469004357,0.22150928483128582
6115,retrieval,it_operations,Review SLA targets regarding CloudPlatform production availability as soon as possible.,372,semantic,982,190,0.7260675679368085,0.09620703299085388
6116,reasoning,hr_policies,Evaluate performance review criteria for DevOpsToolchain project contributors [ref:6116-323724],-1,new,196,40,0.9389470896138894,0.4198558561664858
6117,reasoning,architecture_standards,Assess event-driven architecture suitability for AnalyticsEngine,20,exact,1400,187,0.44880090586025806,0.12233193131922494
6118,reasoning,compliance,Check PCI-DSS requirements for CustomerPortal payment processing,453,exact,2009,378,0.6661283825713827,0.31497337950985127
6119,question_answering,it_operations,Analyze capacity planning projections for IdentityService infrastructure,706,exact,466,82,0.7733896182755158,0.018853519569843095
6120,summarization,project_knowledge,Summarize sprint deliverables for MLPipeline Q3 roadmap [ref:6120-407088],-1,new,6913,2000,0.677248857746417,0.24825751988670652
6121,extraction,project_knowledge,Answer questions about AnalyticsEngine technical debt backlog [ref:6121-657352],-1,new,4578,1569,0.7592766377794816,0.010664364606413871
6122,classification,project_knowledge,Reason through trade-offs regarding SecurityOps technology migration path as soon as possible.,627,semantic,395,156,0.5414076194917252,0.1254761426321117
6123,classification,security_policy,Confirm network segmentation rules for CustomerPortal production environment for our team?,244,semantic,942,217,0.7585952329118495,0.6442464035490146
6124,reasoning,compliance,Assess ISO 27001 alignment for SecurityOps information security program,560,exact,1749,202,0.707630032188951,0.29508683626491317
6125,summarization,project_knowledge,Reason through trade-offs for MLPipeline technology migration path [ref:6125-703712],-1,new,645,86,0.8629782115174089,0.7000277628347327
6126,summarization,it_operations,Confirm change management process for MLPipeline deployments as soon as possible.,144,semantic,338,91,0.4050640784964743,0.2161001653087519
6127,classification,security_policy,Evaluate MFA enforcement for CustomerPortal privileged accounts [ref:6127-963361],-1,new,1518,480,0.9246546705338848,0.2127797237187591
6128,classification,architecture_standards,Analyze container orchestration approach for DevOpsToolchain workloads [ref:6128-666259],-1,new,1224,389,0.6809419535604446,0.2201858638984776
6129,retrieval,architecture_standards,Assess event-driven architecture suitability for CloudPlatform [ref:6129-839570],-1,new,520,148,0.7057002250925548,0.52814383796281
6130,retrieval,financial_procedures,Evaluate revenue recognition policy for LegacyERP subscription services,521,exact,907,202,0.9001513756690135,0.015617828959870243
6131,extraction,compliance,Verify GDPR data retention compliance for SecurityOps customer records [ref:6131-766034],-1,new,826,245,0.9279257127413861,0.0674432183891509
6132,extraction,compliance,Assess ISO 27001 alignment for CloudPlatform information security program [ref:6132-489036],-1,new,294,112,0.8401388317166043,0.15175796441111675
6133,question_answering,it_operations,Analyze capacity planning projections for CloudPlatform infrastructure [ref:6133-643134],-1,new,1345,507,0.9623165692713628,0.01162131422718986
6134,reasoning,project_knowledge,Answer questions about IdentityService technical debt backlog [ref:6134-141651],-1,new,1295,158,0.8386622171778798,0.17625926736458777
6135,classification,compliance,Verify GDPR data retention compliance for MLPipeline customer records [ref:6135-669397],-1,new,419,135,0.7475615544880744,0.022809185769407
6136,extraction,compliance,Verify GDPR data retention compliance for LegacyERP customer records,98,exact,1929,533,0.35349394805814155,0.2933215841351896
6137,question_answering,project_knowledge,Answer questions about MobileApp technical debt backlog,298,exact,1961,229,0.7420538320787323,0.14720438300954644
6138,classification,financial_procedures,Review budget allocation process for DevOpsToolchain capital expenditure [ref:6138-782001],-1,new,1166,402,0.8865355819764138,0.3277959216263824
6139,classification,it_operations,Validate change management process regarding DevOpsToolchain deployments within the enterprise framework.,639,semantic,817,214,0.8314737651700502,0.15995359469459738
6140,question_answering,financial_procedures,Assess procurement compliance for LegacyERP vendor contracts,620,exact,190,64,0.502077362177961,0.4045302890118637
6141,summarization,security_policy,Assess data encryption standards for ContentCMS at rest and in transit,753,exact,352,109,0.8164693432639928,0.2914013551266558
6142,retrieval,compliance,Verify GDPR data retention compliance for ContentCMS customer records [ref:6142-352884],-1,new,255,36,0.5479683000119975,0.5150325273802755
6143,extraction,architecture_standards,Could you validate service mesh implementation for PaymentGateway inter-service communication within the enterprise framework.,115,semantic,367,127,0.7971922726572647,0.15240305939530607
6144,extraction,hr_policies,Assess onboarding procedures for MLPipeline new team members,347,exact,177,22,0.8507382930137055,0.15224639785460006
6145,classification,architecture_standards,Analyze container orchestration approach for ContentCMS workloads [ref:6145-4207],-1,new,1897,391,0.772408251737161,0.05689322869336628
6146,summarization,financial_procedures,Validate financial close procedures for DataLake quarterly reporting,659,exact,197,65,0.7763618108099158,0.10524614842316829
6147,question_answering,it_operations,Assess disaster recovery plan for DevOpsToolchain critical services [ref:6147-283006],-1,new,218,63,0.6136524158157043,0.3681723811721949
6148,question_answering,architecture_standards,Evaluate microservices decomposition strategy for PaymentGateway [ref:6148-777845],-1,new,292,107,0.2893082906838705,0.02541206858720797
6149,summarization,project_knowledge,Reason through trade-offs for IdentityService technology migration path,785,exact,251,88,0.9057507534591802,0.18428235768500648
6150,retrieval,architecture_standards,Assess event-driven architecture suitability for ContentCMS [ref:6150-310790],-1,new,344,135,0.7823814668023719,0.2888793151417317
6151,summarization,compliance,Verify GDPR data retention compliance for AnalyticsEngine customer records [ref:6151-821207],-1,new,357,56,0.7410931613500557,0.3260555323668327
6152,extraction,compliance,Verify GDPR data retention compliance regarding CustomerPortal customer records within the enterprise framework.,448,semantic,616,146,0.7605667376073459,0.2571393840778944
6153,extraction,hr_policies,Assess perregardingmance review criteria for AnalyticsEngine project contributors as soon as possible.,484,semantic,1061,202,0.42976342565688236,0.09043064388215245
6154,retrieval,hr_policies,Validate diversity and inclusion initiatives for AnalyticsEngine hiring pipeline,241,exact,655,121,0.47479649307577887,0.08673696035620304
6155,extraction,hr_policies,Assess onboarding procedures for ContentCMS new team members [ref:6155-312440],-1,new,510,181,0.6492459203776675,0.12842832287752246
6156,extraction,hr_policies,Validate diversity and inclusion initiatives for DevOpsToolchain hiring pipeline [ref:6156-823508],-1,new,521,160,0.6720300248398029,0.17696653331232337
6157,reasoning,security_policy,Assess data encryption standards for LegacyERP at rest and in transit [ref:6157-585306],-1,new,172,26,0.8313996819430493,0.2832867084777299
6158,classification,it_operations,Review SLA targets regarding IdentityService production availability within the enterprise framework.,62,semantic,430,169,0.7139961968061552,0.3292011812287756
6159,reasoning,project_knowledge,Answer questions about ContentCMS technical debt backlog [ref:6159-360371],-1,new,151,20,0.657536540951315,0.2418379332561986
6160,summarization,project_knowledge,Reason through trade-offs for IdentityService technology migration path [ref:6160-174448],-1,new,1588,201,0.8370136489816143,0.16384635508047743
6161,classification,it_operations,Validate change management process for CustomerPortal deployments,536,exact,5415,683,0.89672066169377,0.37425219101806684
6162,extraction,compliance,Review SOX controls for AnalyticsEngine financial reporting systems,552,exact,1401,547,0.4240779307221121,0.2667352962543557
6163,retrieval,hr_policies,Assess onboarding protocols for IdentityService new team members within the enterprise framework.,158,semantic,323,59,0.5647979801362422,0.513051127608032
6164,summarization,it_operations,Evaluate monitoring and alerting configuration for DataLake [ref:6164-996652],-1,new,429,53,0.8540188733544442,0.380300485047281
6165,classification,it_operations,Validate change management process regarding DataLake deployments based on current guidelines.,654,semantic,1983,253,0.8570861725500653,0.09079699922170782
6166,question_answering,financial_procedures,Review budget allocation process for DevOpsToolchain capital expenditure,776,exact,448,126,0.9203194551875635,0.08027307318683996
6167,reasoning,compliance,Audit HIPAA safeguards for CustomerPortal healthcare data processing [ref:6167-195892],-1,new,392,55,0.8372534231254448,0.12968126666791174
6168,retrieval,hr_policies,Confirm diversity and inclusion initiatives regarding LegacyERP hiring pipeline for our team?,208,semantic,1561,405,0.9405640396511884,0.014576533788446245
6169,summarization,project_knowledge,Reason through trade-offs regarding CloudPlatform technology migration path based on current guidelines.,740,semantic,6187,1112,0.5494230815603439,0.09108922846925432
6170,classification,it_operations,Analyze capacity planning projections regarding ContentCMS infrastructure for our team?,549,semantic,1982,299,0.5825453891650347,0.1895147238344684
6171,retrieval,architecture_standards,Assess microservices decomposition strategy regarding IdentityService within the enterprise framework.,526,semantic,378,124,0.6538702409106809,0.24131424816137717
6172,question_answering,financial_procedures,Assess revenue recognition guideline regarding ContentCMS subscription services based on current guidelines.,441,semantic,633,82,0.819300963225541,0.13528707722445252
6173,reasoning,hr_policies,Assess onboarding procedures for DataLake new team members [ref:6173-806057],-1,new,990,193,0.8943448300352845,0.024368829140331623
6174,summarization,it_operations,Validate change management process for MobileApp deployments [ref:6174-703286],-1,new,185,46,0.8577330354818229,0.061490911438814896
6175,summarization,project_knowledge,Answer questions about CustomerPortal technical debt backlog [ref:6175-486470],-1,new,5845,1287,0.7911582957961967,0.037600746696145534
6176,extraction,security_policy,Validate network segmentation rules for DataLake production environment [ref:6176-273170],-1,new,187,69,0.5356361500115296,0.39205984230497
6177,extraction,hr_policies,Validate diversity and inclusion initiatives for SecurityOps hiring pipeline,334,exact,524,201,0.6829805574641642,0.44905146460025996
6178,summarization,security_policy,Validate network segmentation rules for CloudPlatform production environment [ref:6178-18919],-1,new,391,150,0.8603418937313102,0.11818140300110683
6179,reasoning,security_policy,I need to assess data encryption standards for DataLake at rest and in transit based on current guidelines.,402,semantic,2021,211,0.45026077003500914,0.35170957499127864
6180,summarization,project_knowledge,Summarize sprint deliverables for LegacyERP Q3 roadmap [ref:6180-781058],-1,new,1544,609,0.6503081754597986,0.4628063569469588
6181,extraction,financial_procedures,Assess procurement compliance for LegacyERP vendor contracts [ref:6181-568888],-1,new,4612,899,0.9613254744596113,0.2042674243517467
6182,classification,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes [ref:6182-814500],-1,new,5705,991,0.47280475045965237,0.15336862808975527
6183,question_answering,project_knowledge,Answer questions about MobileApp technical debt backlog [ref:6183-647099],-1,new,444,50,0.8950568788763359,0.15987834392818132
6184,reasoning,project_knowledge,Classify risk items identified in MLPipeline project retrospective [ref:6184-637783],-1,new,1408,162,0.41764253989773187,0.27703128205757377
6185,question_answering,financial_procedures,Validate financial close protocols regarding CustomerPortal quarterly reporting for our team?,294,semantic,532,78,0.48552420927594775,0.24608429475135124
6186,summarization,compliance,Check PCI-DSS requirements for CloudPlatform payment processing [ref:6186-213461],-1,new,1827,385,0.6627821647258936,0.37428322284121124
6187,classification,security_policy,Evaluate MFA enforcement for IdentityService privileged accounts [ref:6187-985524],-1,new,5299,779,0.9167225344132146,0.20481856541621427
6188,extraction,security_policy,Validate network segmentation rules regarding CustomerPortal production environment within the enterprise framework.,469,semantic,1294,436,0.7721571951196544,0.5861382031813888
6189,summarization,it_operations,Investigate capacity planning projections regarding PaymentGateway infrastructure as soon as possible.,756,semantic,264,85,0.6333179830515838,0.07977508264210253
6190,classification,hr_policies,Review remote work policy applicability to DevOpsToolchain engineering teams,454,exact,605,187,0.7831739075232522,0.1808142722931276
6191,classification,project_knowledge,Extract key requirements from CloudPlatform stakeholder meeting notes,107,exact,1414,519,0.8210204723109396,0.09551083566606997
6192,summarization,project_knowledge,Extract key requirements from AnalyticsEngine stakeholder meeting notes,420,exact,931,201,0.37030281672966897,0.20421646022195997
6193,question_answering,it_operations,Analyze capacity planning projections regarding LegacyERP infrastructure for our team?,506,semantic,509,192,0.5713961587096548,0.3365939141267267
6194,reasoning,project_knowledge,Reason through trade-offs for DataLake technology migration path [ref:6194-280344],-1,new,644,154,0.8870675804917559,0.0799844095185024
6195,extraction,security_policy,Analyze incident response procedures for CustomerPortal security breaches [ref:6195-321236],-1,new,138,53,0.887085801161238,0.48496929056390675
6196,retrieval,it_operations,Validate change management process for AnalyticsEngine deployments,635,exact,2764,447,0.7276778168266158,0.36918037460222075
6197,extraction,architecture_standards,Evaluate microservices decomposition strategy for LegacyERP [ref:6197-252377],-1,new,451,109,0.7552594486223577,0.17021047875415327
6198,extraction,architecture_standards,Assess event-driven architecture suitability regarding LegacyERP as soon as possible.,472,semantic,1011,168,0.5471469095220691,0.12589879101561896
6199,classification,financial_procedures,Assess procurement compliance for ContentCMS vendor contracts [ref:6199-779959],-1,new,426,103,0.7000769742763651,0.03342025277248649
6200,retrieval,compliance,Review SOX controls for PaymentGateway financial reporting systems [ref:6200-602056],-1,new,451,153,0.9032274045200918,0.2912141339575139
6201,reasoning,security_policy,Review access control policy for DevOpsToolchain under SOC2 requirements [ref:6201-686968],-1,new,1988,387,0.6740263249628661,0.3688820977201913
6202,reasoning,compliance,Assess ISO 27001 alignment for ContentCMS information security program [ref:6202-167562],-1,new,1824,604,0.8372130861193476,0.003211093515482437
6203,classification,project_knowledge,Summarize sprint deliverables regarding LegacyERP Q3 roadmap based on current guidelines.,447,semantic,494,140,0.37672229742255164,0.2024503346033087
6204,summarization,hr_policies,Validate diversity and inclusion initiatives for IdentityService hiring pipeline,604,exact,1896,366,0.417137326469895,0.027088789756037738
6205,retrieval,hr_policies,Could you validate diversity and inclusion initiatives for ContentCMS hiring pipeline within the enterprise framework.,424,semantic,1359,414,0.6839915716861756,0.06253786725016255
6206,question_answering,compliance,Verify GDPR data retention compliance regarding ContentCMS customer records for our team?,679,semantic,1218,164,0.395296606875723,0.19532215816144277
6207,extraction,hr_policies,Evaluate performance review criteria for MobileApp project contributors [ref:6207-46434],-1,new,5275,671,0.9339030026407346,0.02056029470040006
6208,question_answering,architecture_standards,Examine API gateway design patterns regarding SecurityOps integration layer as soon as possible.,81,semantic,875,274,0.6264971341356118,0.07480036117927681
6209,summarization,architecture_standards,Assess event-driven architecture suitability for IdentityService [ref:6209-890399],-1,new,1539,561,0.8451828348130136,0.008368364133310846
6210,question_answering,financial_procedures,Validate financial close procedures regarding CustomerPortal quarterly reporting for our team?,63,semantic,510,147,0.7898237887767406,0.33331214725234937
6211,classification,financial_procedures,Assess procurement compliance for MobileApp vendor contracts [ref:6211-677107],-1,new,5744,1981,0.7530765280553064,0.36933395862737567
6212,summarization,architecture_standards,Review API gateway design patterns for DataLake integration layer [ref:6212-39157],-1,new,344,111,0.5884490699154642,0.33167296422139514
6213,retrieval,it_operations,Investigate capacity planning projections regarding CloudPlatform infrastructure for our team?,624,semantic,450,130,0.7845664777386601,0.11801389693864694
6214,question_answering,hr_policies,Validate diversity and inclusion initiatives regarding DevOpsToolchain hiring pipeline for our team?,481,semantic,306,63,0.7227080357381933,0.3684819066714484
6215,question_answering,compliance,Assess ISO 27001 alignment for AnalyticsEngine information security program,254,exact,753,119,0.9317583177902761,0.017782675269682215
6216,summarization,security_policy,Assess data encryption standards regarding CustomerPortal at rest and in transit for our team?,708,semantic,1471,289,0.7747292315770895,0.051828792692539725
6217,classification,compliance,Assess ISO 27001 alignment for MobileApp information security program [ref:6217-756422],-1,new,1748,203,0.5886680992209815,0.5437940372176331
6218,extraction,security_policy,Evaluate MFA enregardingcement for LegacyERP privileged accounts within the enterprise framework.,412,semantic,453,56,0.7291856035092421,0.1055084525269743
6219,question_answering,compliance,Check PCI-DSS requirements for CustomerPortal payment processing,30,exact,1483,317,0.6516010365383863,0.4129157003656945
6220,retrieval,it_operations,Review SLA targets for ContentCMS production availability [ref:6220-913435],-1,new,247,78,0.47383415607255513,0.06389415434058451
6221,retrieval,it_operations,Assess disaster recovery plan for PaymentGateway critical services [ref:6221-289789],-1,new,2140,430,0.8270375249833242,0.020728943669226483
6222,reasoning,compliance,Assess ISO 27001 alignment for DataLake information security program [ref:6222-407629],-1,new,250,29,0.7082471620716201,0.012359575555051832
6223,reasoning,security_policy,Assess data encryption standards for DataLake at rest and in transit,402,exact,2011,694,0.45026077003500914,0.35170957499127864
6224,extraction,security_policy,Assess data encryption standards for MLPipeline at rest and in transit,60,exact,501,133,0.9222795205713151,0.3984798933684013
6225,classification,architecture_standards,Validate service mesh implementation for SecurityOps inter-service communication [ref:6225-463833],-1,new,1729,210,0.8534316001421374,0.023962219649828614
6226,retrieval,architecture_standards,Review API gateway design patterns for DataLake integration layer [ref:6226-551429],-1,new,1314,443,0.8957277984292615,0.14637165217294104
6227,classification,security_policy,Analyze incident response procedures regarding DataLake security breaches within the enterprise framework.,734,semantic,5823,1296,0.8004327492499282,0.1388152662446878
6228,question_answering,hr_policies,Evaluate performance review criteria for PaymentGateway project contributors,184,exact,224,47,0.6821389342658849,0.0642481111399745
6229,extraction,project_knowledge,Reason through trade-offs regarding CloudPlatform technology migration path for our team?,771,semantic,7152,1823,0.37789503732654245,0.2596511779681099
6230,extraction,security_policy,Can you help me assess data encryption standards for MLPipeline at rest and in transit for our team?,60,semantic,520,171,0.9222795205713151,0.3984798933684013
6231,retrieval,financial_procedures,Evaluate revenue recognition policy for CustomerPortal subscription services [ref:6231-143536],-1,new,2514,747,0.795698894375336,0.12478032421682818
6232,summarization,project_knowledge,I need to reason through trade-offs for IdentityService technology migration path within the enterprise framework.,640,semantic,1783,548,0.8628554677043765,0.14676755081106965
6233,reasoning,project_knowledge,Extract key requirements from CustomerPortal stakeholder meeting notes,119,exact,1171,438,0.6762945674674186,0.057904817811610984
6234,extraction,it_operations,Assess disaster recovery plan for PaymentGateway critical services,461,exact,367,134,0.6196498851176486,0.09932658495851458
6235,reasoning,compliance,Check PCI-DSS requirements for DataLake payment processing [ref:6235-711300],-1,new,509,158,0.28229475666489845,0.1564407683800061
6236,summarization,compliance,Verify GDPR data retention compliance for SecurityOps customer records [ref:6236-98839],-1,new,4687,660,0.6046112015706591,0.21831203000042332
6237,summarization,it_operations,Evaluate monitoring and alerting configuration for MobileApp,166,exact,365,37,0.8377108828374072,0.13387587693513084
6238,retrieval,architecture_standards,I need to assess event-driven architecture suitability for SecurityOps for our team?,438,semantic,321,56,0.30964209339936777,0.230721402669527
6239,reasoning,project_knowledge,Summarize sprint deliverables for AnalyticsEngine Q3 roadmap [ref:6239-624429],-1,new,487,131,0.3830383885918294,0.3989181819497589
6240,retrieval,compliance,Review SOX controls for IdentityService financial reporting systems,169,exact,526,84,0.8294893916241787,0.44750827309507246
6241,classification,it_operations,Analyze capacity planning projections for DataLake infrastructure,751,exact,386,146,0.7260249031949304,0.12959521546101913
6242,question_answering,hr_policies,Validate diversity and inclusion initiatives for SecurityOps hiring pipeline,733,exact,347,64,0.5126854779812682,0.10583810600736283
6243,classification,financial_procedures,Assess procurement compliance for MobileApp vendor contracts [ref:6243-554317],-1,new,4700,1049,0.7426227812527396,0.18183613170450422
6244,reasoning,compliance,Check PCI-DSS requirements for AnalyticsEngine payment processing [ref:6244-236062],-1,new,1219,201,0.6803905088030742,0.17774174287383598
6245,retrieval,architecture_standards,Assess event-driven architecture suitability for ContentCMS,277,exact,237,32,0.9168768209550838,0.0828530289778008
6246,reasoning,it_operations,Examine SLA targets for DevOpsToolchain production availability based on current guidelines.,308,semantic,1078,346,0.3930816264974122,0.3782557023605305
6247,classification,project_knowledge,Summarize sprint deliverables for IdentityService Q3 roadmap [ref:6247-663425],-1,new,365,138,0.681548828660574,0.0595477793568878
6248,question_answering,architecture_standards,Review API gateway design patterns for CustomerPortal integration layer,673,exact,315,121,0.6720030354032069,0.11101260157816618
6249,classification,financial_procedures,Assess revenue recognition policy regarding ContentCMS subscription services based on current guidelines.,701,semantic,1486,563,0.48619201442812165,0.10993851261138275
